Date,Open,High,Low,Close,Adj Close,Volume
5/11/2015,21.09,21.5,21.08,21.309999,17.685942,8352900
5/12/2015,21.139999,21.26,20.98,20.99,17.420359,5946900
5/13/2015,20.98,21.25,20.809999,21.08,17.495056,10999200
5/14/2015,21.25,21.389999,21.120001,21.370001,17.735743,5991000
5/15/2015,21.4,21.459999,21.24,21.290001,17.669342,5953800
5/18/2015,21.25,21.459999,21.25,21.35,17.719137,7848400
5/19/2015,21.450001,21.620001,21.200001,21.49,17.835331,9458900
5/20/2015,21.43,21.76,21.370001,21.59,17.91832,8403600
5/21/2015,21.68,22.049999,21.639999,21.82,18.109211,9715400
5/22/2015,21.790001,21.82,21.5,21.5,17.84363,7743900
5/26/2015,21.379999,21.4,21,21.209999,17.602949,9092500
5/27/2015,21.190001,21.209999,20.889999,21.129999,17.636333,9760700
5/28/2015,21.16,21.16,20.83,21.049999,17.569563,8575800
5/29/2015,21.040001,21.120001,20.809999,20.92,17.46105,9786400
6/1/2015,20.98,21.1,20.809999,20.879999,17.42767,8118000
6/2/2015,20.860001,21,20.82,20.85,17.40263,8397600
6/3/2015,20.950001,20.99,20.790001,20.799999,17.360901,8205300
6/4/2015,20.75,20.76,20.43,20.65,17.235697,12959300
6/5/2015,20.59,20.77,20.43,20.709999,17.285776,8754900
6/8/2015,21.200001,21.200001,20.700001,20.76,17.327513,14185200
6/9/2015,20.77,20.77,20.309999,20.629999,17.219006,10989900
6/10/2015,20.639999,21.02,20.639999,21.02,17.544521,12287600
6/11/2015,21,21.09,20.77,20.799999,17.360901,8644500
6/12/2015,20.68,20.84,20.549999,20.75,17.319166,7674300
6/15/2015,20.66,20.66,20.26,20.379999,17.010338,11146300
6/16/2015,20.6,20.99,20.5,20.9,17.444365,14505900
6/17/2015,20.98,21.120001,20.75,20.91,17.452713,6967300
6/18/2015,20.99,21.290001,20.969999,21.219999,17.711451,7743700
6/19/2015,21.17,21.190001,20.940001,20.940001,17.477753,9573000
6/22/2015,21.110001,21.139999,20.91,21.059999,17.577909,7942200
6/23/2015,21.030001,21.059999,20.879999,20.969999,17.50279,6724900
6/24/2015,20.870001,20.98,20.559999,20.77,17.335859,13670200
6/25/2015,20.9,20.92,20.52,20.549999,17.152231,8794000
6/26/2015,20.51,20.6,20.33,20.33,16.968607,14402300
6/29/2015,20.219999,20.24,19.66,19.700001,16.442772,13547200
6/30/2015,19.9,20.059999,19.57,19.73,16.467815,15155700
